State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,30/01/2024,3900,5000,4800,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,10/02/2024,5050,5050,5050,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,05/03/2024,5100,5100,5100,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,14/03/2024,5000,5000,5000,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,05/04/2024,5000,5000,5000,3
Maharashtra,Bhandara,Bhandara,Rice,1009 Kar,FAQ,03/05/2024,4300,4300,4300,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,02/05/2024,5000,5000,5000,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,27/05/2024,4850,4850,4850,3
Maharashtra,Bhandara,Bhandara,Mustard,Other,FAQ,14/05/2024,4300,4300,4300,12
Maharashtra,Bhandara,Bhandara,Mustard,Other,FAQ,17/05/2024,4300,4300,4300,12
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,03/05/2024,5500,5600,5550,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,07/05/2024,5600,5800,5640,6
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,06/05/2024,9000,9000,9000,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,11/05/2024,9000,9000,9000,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,14/05/2024,9500,9500,9500,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,17/05/2024,10000,10000,10000,49
Maharashtra,Bhandara,Bhandara,Mustard,Other,FAQ,13/09/2024,4000,4000,4000,12
Maharashtra,Bhandara,Bhandara,Mustard,Other,FAQ,24/09/2024,4200,4200,4200,12
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,01/10/2024,2450,2450,2450,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,28/10/2024,2500,2500,2500,1
Maharashtra,Bhandara,Bhandara,Rice,1009 Kar,FAQ,29/10/2024,4300,4900,4600,3
Maharashtra,Bhandara,Bhandara,Rice,1009 Kar,FAQ,05/10/2024,4000,4200,4100,3
Maharashtra,Bhandara,Bhandara,Mustard,Other,FAQ,22/10/2024,4500,4500,4500,12
Maharashtra,Bhandara,Bhandara,Black Gram (Urd Beans)(Whole),Other,FAQ,21/10/2024,6000,6000,6000,8
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,03/12/2024,2400,2400,2400,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,07/12/2024,2300,2300,2300,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,21/11/2024,2500,2500,2500,1
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,05/12/2024,6300,6300,6300,6
Maharashtra,Bhandara,Bhandara,Rice,1009 Kar,FAQ,25/11/2024,3100,3300,3260,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,07/11/2024,5200,5200,5200,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,11/11/2024,5200,5200,5200,3
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,01/01/2009,2300,2300,2300,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,05/01/2009,2400,2450,2400,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,12/01/2009,2440,2530,2480,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,15/01/2009,2460,2530,2500,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,16/01/2009,2470,2530,2480,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,20/01/2009,2750,3580,2800,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,02/02/2009,2960,3060,3010,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,06/02/2009,2860,2910,2900,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,09/02/2009,2850,2910,2890,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,19/03/2009,2850,2900,2860,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,21/03/2009,2850,2900,2880,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,30/03/2009,3000,3100,3075,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,11/04/2009,3250,3250,3250,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,17/04/2009,3150,3200,3180,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,18/04/2009,3150,3200,3190,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,24/04/2009,3190,3240,3220,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,08/05/2009,3100,3250,3200,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,11/05/2009,3300,3350,3320,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,15/05/2009,3200,3200,3200,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,22/05/2009,3250,3300,3270,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,27/06/2009,3600,3800,3700,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,13/07/2009,5010,5010,5010,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,25/08/2009,3500,3500,3500,49
Maharashtra,Bhandara,Bhandara,Arhar (Tur/Red Gram)(Whole),Other,FAQ,15/12/2009,3500,3500,3500,49
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,10/01/2009,2500,2500,2500,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,12/01/2009,2200,2200,2200,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,13/01/2009,2200,2200,2200,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,16/01/2009,2650,2650,2650,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,19/03/2009,1910,2600,1911,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,21/03/2009,2400,2400,2400,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,28/03/2009,1750,2000,1800,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,04/05/2009,1970,1970,1970,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,05/05/2009,1940,1940,1940,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,08/05/2009,1920,1920,1920,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,11/05/2009,1850,1930,1930,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,14/05/2009,1900,1900,1900,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,15/05/2009,1900,1900,1900,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,18/05/2009,2000,2375,2260,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,21/05/2009,1900,1900,1900,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,01/06/2009,1850,1850,1850,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,04/06/2009,1840,1840,1840,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,08/06/2009,1800,1800,1800,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,12/06/2009,1800,1800,1800,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,22/06/2009,1860,1860,1860,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,23/06/2009,1860,1880,1870,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,25/06/2009,1880,1880,1880,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,27/06/2009,1870,1900,1875,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,03/07/2009,2050,2050,2050,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,04/07/2009,2000,2000,2000,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,23/07/2009,2000,2100,2050,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,30/07/2009,2100,2300,2135,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,06/08/2009,2270,2270,2270,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,18/08/2009,2010,2190,2035,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,24/08/2009,2000,2200,2055,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,29/08/2009,2150,2270,2160,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,12/09/2009,2150,2150,2150,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,15/09/2009,2150,2150,2150,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,22/09/2009,2000,2000,2000,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,29/09/2009,1950,2260,2125,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,06/10/2009,1730,2300,2000,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,15/10/2009,2100,2230,2150,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,22/10/2009,2110,2250,2190,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,09/11/2009,2000,2450,2310,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,21/11/2009,2520,2520,2520,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,23/11/2009,2260,2550,2380,6
Maharashtra,Bhandara,Bhandara,Bengal Gram(Gram)(Whole),Other,FAQ,12/12/2009,2600,2620,2615,6
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,20/01/2009,1850,2400,2225,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,21/03/2009,2000,2400,2250,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,23/03/2009,2560,2610,2600,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,04/04/2009,1650,1950,1870,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,06/04/2009,2080,2500,2388,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,10/04/2009,2210,2440,2310,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,25/04/2009,1960,2700,2370,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,29/05/2009,1900,2790,2294,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,04/06/2009,1860,2720,2350,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,08/06/2009,1240,1800,1550,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,11/06/2009,2430,2430,2430,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,12/06/2009,1800,2660,2225,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,18/06/2009,2200,2500,2321,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,20/06/2009,2540,2620,2605,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,04/07/2009,1770,1950,1900,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,21/07/2009,2300,2710,2410,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,06/08/2009,1440,1600,1470,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,22/08/2009,1520,1520,1520,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,29/08/2009,1300,1640,1420,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,04/09/2009,2060,2400,2180,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,07/09/2009,1000,1000,1000,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,08/09/2009,2550,3100,2860,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,01/10/2009,2210,3080,2705,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,03/10/2009,1210,1250,1225,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,12/10/2009,1310,1850,1600,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,26/10/2009,2150,2500,2300,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,06/11/2009,2300,2950,2733,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,16/11/2009,2500,3270,2842,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,05/12/2009,2900,2900,2900,3
Maharashtra,Bhandara,Bhandara,Rice,Other,FAQ,07/12/2009,2300,2800,2500,3
Maharashtra,Bhandara,Bhandara,Rice,1009 Kar,FAQ,23/11/2009,1500,1500,1500,3
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,07/02/2009,2700,2800,2740,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,21/03/2009,3000,3000,3000,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,23/03/2009,2900,2900,2900,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,31/03/2009,2800,3000,2950,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,20/04/2009,3000,3000,3000,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,12/05/2009,3100,3100,3100,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,26/05/2009,3100,3100,3100,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,27/06/2009,3000,3000,3000,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,08/08/2009,3000,3000,3000,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,24/08/2009,3000,3000,3000,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,22/09/2009,3000,3000,3000,67
Maharashtra,Bhandara,Bhandara,Linseed,Other,FAQ,12/11/2009,3000,3000,3000,67
Maharashtra,Bhandara,Bhandara,Lentil (Masur)(Whole),Other,FAQ,17/04/2009,2300,2500,2400,63
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,06/02/2009,2150,2310,2245,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,21/03/2009,1300,1300,1300,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,23/03/2009,1350,1350,1350,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,25/06/2009,2160,2160,2160,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,11/07/2009,2400,2400,2400,50
Maharashtra,Bhandara,Bhandara,Green Peas,Other,FAQ,31/07/2009,1640,1640,1640,50
Maharashtra,Bhandara,Bhandara,Other Pulses,Other,FAQ,18/04/2009,3300,3300,3300,97
Maharashtra,Bhandara,Bhandara,Other Pulses,Other,FAQ,28/04/2009,3650,3650,3650,97
Maharashtra,Bhandara,Bhandara,Other Pulses,Other,FAQ,26/05/2009,2720,3425,3400,97
Maharashtra,Bhandara,Bhandara,Other Pulses,Other,FAQ,07/08/2009,2660,2700,2680,97
Maharashtra,Bhandara,Bhandara,Other Pulses,Other,FAQ,18/08/2009,2600,2600,2600,97
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,23/03/2009,2900,2900,2900,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,10/04/2009,3000,3000,3000,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,11/06/2009,3550,3660,3620,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,15/06/2009,3670,3670,3670,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,19/06/2009,3750,3750,3750,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,23/06/2009,3700,3800,3750,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,27/06/2009,3800,3850,3836,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,02/07/2009,4000,4000,4000,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,09/07/2009,3900,3900,3900,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Green (Whole),FAQ,14/07/2009,3900,3900,3900,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Other,FAQ,30/03/2009,3000,3100,3025,9
Maharashtra,Bhandara,Bhandara,Green Gram (Moong)(Whole),Other,FAQ,14/11/2009,3500,3500,3500,9
Maharashtra,Bhandara,Bhandara,Black Gram (Urd Beans)(Whole),Other,FAQ,16/03/2009,2300,2300,2300,8
Maharashtra,Bhandara,Bhandara,Corriander seed,Other,FAQ,15/03/2010,2500,2800,2700,108
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,12/01/2010,1800,2250,2050,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,18/01/2010,1950,1950,1950,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,26/02/2010,1700,1900,1830,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,08/03/2010,1950,1950,1950,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,18/03/2010,1800,1800,1800,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,19/03/2010,1800,1800,1800,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,06/04/2010,1900,1900,1900,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,03/05/2010,1860,1860,1860,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,01/06/2010,1700,1900,1850,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,03/06/2010,1870,1870,1870,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,07/06/2010,1800,1850,1850,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,19/06/2010,1800,1800,1800,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,21/06/2010,1820,1820,1820,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,30/07/2010,2020,2020,2020,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,05/08/2010,2010,2010,2010,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,09/08/2010,2000,2000,2000,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,12/08/2010,2000,2065,2055,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,13/08/2010,1850,1850,1850,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,20/08/2010,1960,1960,1960,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,23/09/2010,1990,1990,1990,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,30/09/2010,1900,1900,1900,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,05/10/2010,1800,1835,1835,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,11/10/2010,1970,1970,1970,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,12/10/2010,1950,1950,1950,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,14/10/2010,2040,2040,2040,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,22/10/2010,1700,2030,1830,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,02/11/2010,1600,1930,1710,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,13/11/2010,1500,2010,1825,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,19/11/2010,1600,2010,1700,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,23/11/2010,1400,1990,1660,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,26/11/2010,1450,2000,1820,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,02/12/2010,1500,2100,1875,13
Maharashtra,Bhandara,Bhandara,Soyabean,Yellow,FAQ,25/12/2010,1600,2200,1980,13
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,28/03/2010,2000,20000,8000,213
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,11/04/2010,2000,17000,9000,213
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,02/05/2010,2000,18300,9000,213
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,16/05/2010,2000,18000,10000,213
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,04/07/2010,2000,18700,10000,213
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,01/08/2010,2000,17000,10000,213
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,15/08/2010,2000,17000,8000,213
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,19/09/2010,2000,21000,12000,213
Maharashtra,Bhandara,Bhandara,Ox,Ox,FAQ,14/11/2010,2000,21000,10000,213
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,17/01/2010,2000,20000,11000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,31/01/2010,2000,23500,10000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,21/02/2010,2500,24500,11000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,28/03/2010,2500,21500,10000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,09/05/2010,2000,25000,12000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,30/05/2010,2000,21000,11000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,04/07/2010,2000,27000,12000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,18/07/2010,2000,27000,12000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,25/07/2010,2000,25000,12000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,12/09/2010,2000,25000,10000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,19/09/2010,2000,27000,11000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,14/11/2010,2000,26000,11000,212
Maharashtra,Bhandara,Bhandara,Cow,Cow,FAQ,28/11/2010,2000,21000,10000,212
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,03/01/2010,3000,20000,12000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,28/02/2010,3000,32000,12500,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,21/03/2010,3000,30000,14000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,04/04/2010,3000,25000,12000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,02/05/2010,3000,31500,13000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,27/06/2010,2500,22000,12000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,04/07/2010,3000,32000,14000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,01/08/2010,3000,34000,15000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,22/08/2010,3000,33000,13500,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,29/08/2010,3000,35000,14000,217
Maharashtra,Bhandara,Bhandara,She Buffalo,She Baffelo,FAQ,19/09/2010,3000,32000,14000,217
Maharashtra,Bhandara,Bhandara,Wheat,147 Average,FAQ,28/12/2010,1080,1100,1090,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,04/01/2010,1260,1310,1270,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,08/01/2010,1400,1400,1400,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,09/01/2010,1400,1400,1400,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,21/01/2010,1610,1610,1610,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,05/02/2010,1610,1710,1680,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,26/02/2010,1160,1160,1160,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,02/03/2010,1350,1350,1350,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,06/03/2010,1100,1300,1180,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,22/03/2010,1080,1200,1080,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,03/04/2010,1080,1325,1120,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,23/04/2010,1080,1080,1080,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,07/05/2010,1080,1200,1100,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,20/05/2010,1080,1210,1100,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,22/05/2010,1080,1100,1080,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,05/06/2010,1080,1320,1080,1
Maharashtra,Bhandara,Bhandara,Wheat,Maharashtra 2189,FAQ,17/06/2010,1080,1200,1100,1
